mode,scenario,provider,model,idx,latency_ms,status,retries,completion_tokens,prompt_tokens,error
gateway,diverse,groq,llama-3.1-8b-instant,53,0.36854197969660163,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,54,0.4748330102302134,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,55,0.3743339912034571,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,56,0.3392920480109751,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,57,0.3255420015193522,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,58,0.32183300936594605,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,59,0.32062502577900887,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,60,0.31945796217769384,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,61,0.32412499422207475,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,62,0.32191601349040866,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,63,0.3183750086463988,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,64,0.3203750238753855,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,65,0.32175000524148345,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,66,0.31804200261831284,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,67,0.31654100166633725,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,68,0.3163329674862325,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,69,0.310958013869822,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,70,0.5162080051377416,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,71,0.40362501749768853,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,72,0.33783301478251815,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,73,0.3190000425092876,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,74,0.31808303901925683,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,75,0.3127079689875245,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,76,0.313791970256716,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,77,0.3178750048391521,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,78,0.32179098343476653,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,79,0.32112497137859464,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,80,0.346417014952749,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,81,0.32183300936594605,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,82,0.31174998730421066,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,83,0.30562496976926923,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,84,0.34658395452424884,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,85,0.3084170166403055,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,86,0.30987500213086605,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,87,0.30758301727473736,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,88,0.30404102290049195,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,89,0.3080409951508045,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,90,0.3112500417046249,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,91,0.310166971758008,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,92,0.30808296287432313,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,93,0.3056660061702132,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,94,0.8699999889358878,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,95,0.3209999995306134,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,96,0.3790420014411211,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,97,0.3361250273883343,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,98,0.32062502577900887,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,99,0.3191669820807874,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,100,0.32354198629036546,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,101,0.3133330028504133,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,102,0.3150409902445972,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,103,0.3137500025331974,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,104,0.31383300665766,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,105,0.31287502497434616,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,106,0.31166599364951253,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,107,0.31100003980100155,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,108,0.31279202084988356,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,109,0.3139579785056412,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,110,0.9147920063696802,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,111,0.8864589617587626,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,112,0.8484580321237445,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,113,0.619291968178004,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,114,0.5461249966174364,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,115,0.8047500159591436,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,116,0.4632920026779175,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,117,0.43299997923895717,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,118,0.8253750274889171,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,119,2.5494580040685833,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,120,0.37412496749311686,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,121,0.3284999984316528,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,122,0.3180000348947942,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,123,0.5031670443713665,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,124,0.3892499953508377,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,125,0.38429099367931485,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,126,0.3183330409228802,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,127,1.0924579692073166,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,128,0.8142499718815088,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,129,0.679791031870991,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,130,0.5615000263787806,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,131,0.5911249900236726,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,132,0.3534170100465417,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,133,0.3251250018365681,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,134,0.32004102831706405,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,135,0.31824997859075665,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,136,0.3150409902445972,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,137,0.3144170041196048,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,138,0.3133330028504133,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,139,0.31524995574727654,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,140,0.3122079651802778,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,141,0.31412497628480196,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,142,0.31279196264222264,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,143,0.3107080119661987,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,144,0.3096669679507613,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,145,0.31458301236853004,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,146,0.4267499898560345,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,147,0.3327499725855887,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,148,0.316666963044554,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,149,0.31779101118445396,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,150,0.31233299523591995,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,151,0.3072089748457074,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,152,0.31029200181365013,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,153,0.3113339771516621,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,154,0.30933297239243984,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,155,0.30841602711007,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,156,0.3096660366281867,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,157,0.31004101037979126,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,158,0.30404096469283104,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,159,0.3042920143343508,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,160,0.30337501084432006,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,161,0.30399998649954796,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,162,0.30845904257148504,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,163,0.4125409759581089,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,164,0.33954199170693755,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,165,0.31170801958069205,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,166,0.30845904257148504,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,167,0.31533295987173915,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,168,0.31266704900190234,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,169,0.30808401061221957,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,170,0.31533301807940006,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,171,0.31329196644946933,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,172,0.3056660061702132,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,173,0.306583009660244,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,174,0.3066670033149421,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,175,0.31099998159334064,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,176,0.3049579681828618,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,177,0.3070419770665467,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,178,0.3357080277055502,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,179,0.3073329571634531,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,180,0.3082919865846634,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,181,0.31216698698699474,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,182,0.3137089661322534,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,183,0.3101250040344894,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,184,0.3089579986408353,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,185,0.30629197135567665,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,186,0.3069589729420841,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,187,0.3049160004593432,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,188,0.30462496215477586,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,189,0.7672499632462859,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,190,0.30883296858519316,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,191,0.30387501465156674,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,192,0.4291249788366258,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,193,0.3411250072531402,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,194,0.318541016895324,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,195,0.3065000055357814,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,diverse,groq,llama-3.1-8b-instant,196,0.3047919599339366,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
